16790,2008,78000,https://carro.mercadolivre.com.br/MLB-1186158464-fiat-siena-10-fire-flex-4p-2008-_JM
19900,2011,78000,https://carro.mercadolivre.com.br/MLB-1122610656-fiat-siena-10-fire-flex-4p-direco-hidraulica-_JM
23900,2010,61000,https://carro.mercadolivre.com.br/MLB-1198207397-fiat-siena-14-elx-flex-4p-_JM
20900,2011,58000,https://carro.mercadolivre.com.br/MLB-1197027166-fiat-siena-10-el-flex-4p-zerado-_JM
17900,2008,165422,https://carro.mercadolivre.com.br/MLB-1198682552-fiat-siena-10-mpi-elx-8v-_JM
16999,2009,108000,https://carro.mercadolivre.com.br/MLB-1192323938-fiat-siena-10-mpi-fire-celebration-8v-flex-4p-manual-_JM
12883,2007,85000,https://carro.mercadolivre.com.br/MLB-1190748759-fiat-siena-10-fire-flex-4p-sem-entrada-450-mensais-ligue-_JM
18900,2007,98000,https://carro.mercadolivre.com.br/MLB-1200157940-fiat-siena-fire-flex-2007-_JM
27900,2015,50000,https://carro.mercadolivre.com.br/MLB-1189975585-fiat-siena-10-mpi-el-8v-flex-4p-manual-_JM
7900,2000,153000,https://carro.mercadolivre.com.br/MLB-1195075011-fiat-siena-6-marchas-_JM
16900,2007,213420,https://carro.mercadolivre.com.br/MLB-1180274696-fiat-siena-18-hlx-flex-4p-_JM
20900,2011,58000,https://carro.mercadolivre.com.br/MLB-1200471413-fiat-siena-10-el-flex-4p-_JM
22900,2010,89099,https://carro.mercadolivre.com.br/MLB-1198586414-siena-fire-flex-_JM
23300,2011,78000,https://carro.mercadolivre.com.br/MLB-1194307928-siena-14-el-2011-prata-flex-completo-_JM
18900,2008,161000,https://carro.mercadolivre.com.br/MLB-1179230988-fiat-siena-10-fire-celebration-flex-4p-2008-_JM
16890,2010,127000,https://carro.mercadolivre.com.br/MLB-1193362714-siena-10-fire-celebration-8v-flex-faz-sem-entrada--_JM
14900,2006,169194,https://carro.mercadolivre.com.br/MLB-1175126878-fiat-siena-fire-flex-_JM
29900,2015,59000,https://carro.mercadolivre.com.br/MLB-1189975768-fiat-siena-10-mpi-el-8v-flex-4p-manual-_JM
18990,2008,154503,https://carro.mercadolivre.com.br/MLB-1176010829-fiat-siena-10-mpi-elx-8v-flex-4p-manual-_JM
31500,2014,51000,https://carro.mercadolivre.com.br/MLB-1119536961-siena-14-unico-dono-completoestepe-suso-na-kaiman-_JM
31900,2014,65000,https://carro.mercadolivre.com.br/MLB-1140576167-fiat-siena-el-14-flex-2014-cinza-completo-_JM
17499,2010,112000,https://carro.mercadolivre.com.br/MLB-1181990065-fiat-siena-10-fire-kit-celebration-flex-2010-_JM
11790,2006,120000,https://carro.mercadolivre.com.br/MLB-1196804745-fiat-siena-fire-_JM
25863,2013,131000,https://carro.mercadolivre.com.br/MLB-1182220480-siena-10-mpi-el-8v-flex-4p-manual-_JM
12900,2003,103000,https://carro.mercadolivre.com.br/MLB-1184986942-fiat-siena-10-mpi-fire-8v-gasolina-4p-manual-_JM
24900,2012,39000,https://carro.mercadolivre.com.br/MLB-1198792244-fiat-siena-10-mpi-fire-8v-flex-4p-manual-_JM
18490,2010,85210,https://carro.mercadolivre.com.br/MLB-1193741284-siena-10-fire-flex-4p-completo-_JM
17990,2009,78952,https://carro.mercadolivre.com.br/MLB-1193731958-siena-10-fire-celebration-completo-ar-e-direcao-flex-4p-_JM
17900,2010,82300,https://carro.mercadolivre.com.br/MLB-1105349191-siena-10-fire-flex-2010-_JM
11980,2005,135620,https://carro.mercadolivre.com.br/MLB-1073495706-fiat-siena-2005-10-elx-flex-com-direcao-_JM
18890,2006,128000,https://carro.mercadolivre.com.br/MLB-1141227294-fiat-siena-hlx-18-mpi-8v-flex-dqj4243-_JM
27590,2012,84000,https://carro.mercadolivre.com.br/MLB-1165342839-fiat-siena-16-16v-essence-flex-4p-_JM
30990,2014,88200,https://carro.mercadolivre.com.br/MLB-1180412118-fiat-siena-el-14-8v-flex-flex-manual-_JM
18500,2011,118000,https://carro.mercadolivre.com.br/MLB-1199247365-fiat-siena-10-fire-flex-4p-_JM
17500,2006,178600,https://carro.mercadolivre.com.br/MLB-1192968289-fiat-siena-14-elx-flex-4p-2006-_JM
21900,2008,131000,https://carro.mercadolivre.com.br/MLB-1186283096-siena-14-mpi-elx-attractive-8v-flex-4p-manual-_JM
18700,2012,88661,https://carro.mercadolivre.com.br/MLB-1169602577-fiat-siena-10-mpi-el-8v-flex-4p-manual-_JM
18900,2008,109160,https://carro.mercadolivre.com.br/MLB-1170973676-siena-10-fire-celebration-flex-4p-2008-ipva-2019-total-pago-_JM
17890,2008,169200,https://carro.mercadolivre.com.br/MLB-1197929279-fiat-siena-10-mpi-fire-8v-flex-4p-manual-_JM
31900,2015,81000,https://carro.mercadolivre.com.br/MLB-1192862837-fiat-siena-10-el-flex-4p-2015-_JM
31800,2015,54000,https://carro.mercadolivre.com.br/MLB-1172127216-fiat-siena-14-mpi-el-2015-sensor-de-estacionamento-_JM
19900,2010,119000,https://carro.mercadolivre.com.br/MLB-1170340558-fiat-siena-_JM
14900,2010,122000,https://carro.mercadolivre.com.br/MLB-1197749632-fiat-siena-10-fire-flex-4p-_JM
25990,2011,107000,https://carro.mercadolivre.com.br/MLB-1180329546-fiat-siena-14-el-flex-4p-2011-_JM
21900,2011,80000,https://carro.mercadolivre.com.br/MLB-1200685721-fiat-siena-10-el-flex-4p-2011-_JM
